"Commuting duration by main mode of commuting and time arriving at work: Canada, provinces and territories, census divisions and census subdivisions of work",Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,Unnamed: 55,Unnamed: 57,Unnamed: 59,Unnamed: 61,Unnamed: 63,Unnamed: 65,Unnamed: 67,Unnamed: 69,Unnamed: 71,Unnamed: 73,Unnamed: 75,Unnamed: 77,Unnamed: 79,Unnamed: 81,Unnamed: 83,Unnamed: 85,Unnamed: 87,Unnamed: 89,Unnamed: 91,Unnamed: 93,Unnamed: 95,Unnamed: 97,Unnamed: 99,Unnamed: 101,Unnamed: 103,Unnamed: 105,Unnamed: 107,Unnamed: 109,Unnamed: 111,Unnamed: 113,Unnamed: 115,Unnamed: 117,Unnamed: 119,Unnamed: 121,Unnamed: 123,Unnamed: 125,Unnamed: 127,Unnamed: 129,Unnamed: 131,Unnamed: 133,Unnamed: 135,Unnamed: 137,Unnamed: 139,Unnamed: 141,Unnamed: 143
Wabana i83,125,10,10,0,20,17.3,15,10,10,0,0,26,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,10,10,0,0,17,15,10,10,0,0,17,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Portugal Cove-St. Philip's i84,200,260,40,10,15,16.6,80,10,0,0,0,4.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,80,0,0,0,0,3.1,80,0,0,0,0,3.1,0,0,0,0,0,,0,0,0,0,0,,0,30,0,0,0,17
Pouch Cove i85,35,25,30,0,0,19.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Flatrock i86,30,20,0,0,0,14.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,10,0,0,
Torbay i87,355,310,85,10,10,15.5,50,0,0,0,0,7.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,0,0,0,0,4.5,50,0,0,0,0,3.7,0,0,0,0,0,,0,0,0,0,0,,0,15,0,0,0,15
Logy Bay-Middle Cove-Outer Cove i88,55,65,20,0,0,18.4,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Bauline i89,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Paradise i90,"1,790","1,400",185,70,130,16.6,100,30,10,0,0,9.5,0,15,10,0,0,20,0,15,10,0,0,20,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,100,15,0,0,0,7,100,15,0,0,0,7,0,0,0,0,0,,0,0,0,0,0,,110,25,0,0,25,17.8
St. John's i91,"18,920","22,485","3,255",620,"1,040",16.8,"1,655","1,600",900,270,235,21.2,180,580,650,230,210,32.3,180,580,650,225,190,31.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,15,88,"1,475","1,020",250,35,30,13.9,"1,445",965,240,35,25,13.7,35,50,15,0,0,18.6,0,0,0,0,0,,530,135,55,0,170,26.5
Mount Pearl i92,"4,335","3,515",515,170,275,16.2,140,140,25,25,25,19.4,25,20,10,20,25,35.2,20,20,10,20,25,36.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,120,120,15,0,0,13.4,115,105,15,0,0,13.2,0,15,0,0,0,17,0,0,0,0,0,,115,25,0,0,30,28
Petty Harbour-Maddox Cove i93,15,15,0,0,15,41,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Bay Bulls i94,250,60,35,10,0,11.2,40,0,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,5.6,40,0,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Witless Bay i95,260,50,40,20,0,11.7,10,0,15,0,0,17.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,15,0,0,17.5,10,0,15,0,0,17.5,0,0,0,0,0,,0,0,0,0,0,,15,10,0,0,0,14
"Division No.  1, Subd. D i96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Division No.  2 i97,"2,540",930,350,190,80,14.6,255,45,0,0,0,9.9,0,10,0,0,0,36,0,10,0,0,0,36,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,250,35,0,0,0,8,250,35,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,35,15,20,0,0,16.4
"Division No.  2, Subd. E i98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewin's Cove i99,75,10,10,0,0,11.2,15,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,3.2,15,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Burin i100,435,160,40,35,0,12.8,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,10,0,0,0,8
"Division No.  2, Subd. F i101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lawrence i102,265,100,60,90,40,23.4,35,10,0,0,0,8.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,10,0,0,0,8.8,35,10,0,0,0,8.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  2, Subd. G i103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawn i104,80,0,0,0,0,6.2,30,0,0,0,0,4.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,4.6,30,0,0,0,0,4.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lamaline i105,35,10,0,15,0,18,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lord's Cove i106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point May i107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point au Gaul i108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  2, Subd. H i109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frenchman's Cove i110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortune i111,165,15,25,15,0,16.7,30,15,0,0,0,7.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,15,0,0,0,7.5,30,15,0,0,0,7.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Grand Bank i112,365,15,15,0,10,8.4,60,0,0,0,0,11,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,60,0,0,0,0,11,60,0,0,0,0,11,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,
Garnish i113,10,0,0,0,0,13,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  2, Subd. D i114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winterland i115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marystown i116,940,590,150,30,25,14.2,20,15,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,15,0,0,0,12,20,15,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,17
Fox Cove-Mortier i117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  2, Subd. I i118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bay L'Argent i119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  2, Subd. J i120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Le Pierre i121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  2, Subd. C i122",15,0,0,0,0,16,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Rushoon i123,20,10,0,0,0,12.4,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Parkers Cove i124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrenceville i125,30,0,0,0,0,21.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Red Harbour i126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
English Harbour East i127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baine Harbour i128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Bernard's-Jacques Fontaine i129,25,0,0,0,0,9.6,10,10,0,0,0,36,0,10,0,0,0,,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  2, Subd. L i130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  2, Subd. K i131",15,0,10,0,0,13.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,10,0,0,
Little Bay East i132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Division No.  3 i133,"1,890",460,145,50,130,13.7,180,60,25,0,10,13.7,0,0,10,0,0,40,0,0,10,0,0,48,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,175,55,10,0,0,11.1,175,55,10,0,0,11.1,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,10.8
"Division No.  3, Subd. A i134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rencontre East i135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Jacques-Coomb's Cove i136,40,0,0,0,0,11.6,20,0,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,3.2,20,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Belleoram i137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pool's Cove i138,0,0,15,0,15,37,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  3, Subd. B i139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbour Breton i140,365,15,0,0,25,10.5,20,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,4.2,20,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  3, Subd. C i141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seal Cove (Fortune Bay) i142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermitage-Sandyville i143,30,15,10,0,0,17.2,20,10,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,10,0,0,0,10,20,10,0,0,0,10,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gaultois i144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  3, Subd. D i145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milltown-Head of Bay d'Espoir i146,70,60,15,0,15,21.4,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
St. Alban's i147,205,80,20,10,20,13.9,15,10,0,0,0,13.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,12.4,15,0,0,0,0,12.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Morrisville i148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  3, Subd. E i149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  3, Subd. F i150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramea i151,20,0,0,0,0,3.7,0,10,0,0,0,17,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,17,0,10,0,0,0,17,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Burgeo i152,130,0,0,0,0,8.9,15,0,0,0,0,30,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,30,15,0,0,0,0,30,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  3, Subd. H i153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle aux Morts i154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnt Islands i155,15,10,0,0,0,13.2,15,0,0,0,0,38,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,11,15,0,0,0,0,11,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Channel-Port aux Basques i156,785,220,70,35,50,14.8,30,25,0,0,0,12.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,25,0,0,0,11.6,25,25,0,0,0,11.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  3, Subd. I i157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  3, Subd. J i158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Blanche-Harbour le Cou i159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samiajij Miawpukek i160,170,20,0,0,0,7.7,10,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,4,10,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Division No.  4 i161,"2,375",735,275,140,170,15.2,180,40,0,0,0,9.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,175,40,0,0,0,9.1,175,40,0,0,0,9.1,0,0,0,0,0,,0,0,0,0,0,,20,20,0,0,0,20
"Division No.  4, Subd. A i162",125,45,35,15,15,20.1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  4, Subd. B i163",90,30,10,10,25,21,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  4, Subd. C i164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George's i165,80,35,10,0,10,18.6,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  4, Subd. D i166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gallants i167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephenville Crossing i168,165,70,25,10,10,13.9,25,0,0,0,0,8.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,9.2,20,0,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Stephenville i169,"1,635",485,105,80,65,13.2,90,25,0,0,0,10.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,90,25,0,0,0,10.6,90,20,0,0,0,10.5,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,10
Kippens i170,35,10,15,0,0,14.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Port au Port East i171,65,15,10,0,0,12.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  4, Subd. E i172",60,25,45,20,20,25.8,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cape St. George i173,60,15,0,0,10,15.5,15,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,3.8,15,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lourdes i174,35,10,10,10,15,27.6,10,15,0,0,0,14.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,15,0,0,0,14.4,10,15,0,0,0,14.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Port au Port West-Aguathuna-Felix Cove i175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Division No.  5 i176,"6,635","2,750",890,230,265,14.9,530,180,55,10,0,11.7,10,0,20,10,0,25.6,10,0,20,10,0,25.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,515,175,40,0,0,11,500,175,40,0,0,11,15,0,0,0,0,11,0,0,0,0,0,,60,30,0,0,0,12.2
"Division No.  5, Subd. A i177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  5, Subd. G i178",55,0,0,0,0,9.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Deer Lake i179,990,220,50,35,55,12.7,80,15,0,0,0,14.3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,80,15,0,0,0,14.3,80,15,0,0,0,14.3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Jackson's Arm i180,20,0,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Howley i181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  5, Subd. E i182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampden i183,75,15,0,0,10,15.1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Reidville i184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Division No.  5, Subd. F i185",10,20,0,0,0,17,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Steady Brook i186,10,30,0,0,0,15.6,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Pasadena i187,195,60,15,0,0,11.8,40,20,0,0,0,8.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,20,0,0,0,8.8,35,20,0,0,0,8.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cormack i188,10,15,0,0,0,19.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gillams i189,155,40,15,0,0,14.1,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Division No.  5, Subd. C i190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
